index_code,symbol,start_date,end_date,is_member,sector,industry,exchange,source
DOW30,AMZN,2021-06-21,2024-02-25,false,Consumer Discretionary,,NASDAQ,WIKIPEDIA_DJIA_COMPONENT_HISTORY_PIT
DOW30,DOW,2021-06-21,2024-11-07,true,,,,WIKIPEDIA_DJIA_COMPONENT_HISTORY_PIT
DOW30,INTC,2021-06-21,2024-11-07,true,,,,WIKIPEDIA_DJIA_COMPONENT_HISTORY_PIT
DOW30,NVDA,2021-06-21,2024-11-07,false,Information Technology,,NASDAQ,WIKIPEDIA_DJIA_COMPONENT_HISTORY_PIT
DOW30,SHW,2021-06-21,2024-11-07,false,Materials,,NYSE,WIKIPEDIA_DJIA_COMPONENT_HISTORY_PIT
DOW30,WBA,2021-06-21,2024-02-25,true,,,,WIKIPEDIA_DJIA_COMPONENT_HISTORY_PIT
NASDAQ100,ALAB,2026-06-22,2026-06-26,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ALGN,2021-06-21,2023-12-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ALXN,2021-06-21,2021-07-20,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ANSS,2021-06-21,2025-07-16,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ATVI,2021-06-21,2023-07-16,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,AZN,2021-06-21,2026-01-19,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,BIDU,2021-06-21,2022-12-18,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,BIIB,2021-06-21,2025-12-21,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CDW,2021-06-21,2021-12-19,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CDW,2023-12-18,2025-12-21,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CERN,2021-06-21,2021-12-19,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CHKP,2021-06-21,2021-12-19,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CHTR,2026-06-22,2026-06-26,false,Telecommunications,Cable & Other Pay Television Services,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CRWV,2026-06-22,2026-06-26,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CSGP,2022-12-19,2026-05-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,CTSH,2026-06-22,2026-06-26,false,Technology,EDP Services,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,DLTR,2021-06-21,2024-11-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,DOCU,2021-06-21,2022-12-18,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,EBAY,2021-06-21,2023-12-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ENPH,2021-06-21,2023-12-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,FI,2021-06-21,2023-06-06,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,GFS,2021-06-21,2025-12-21,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ILMN,2021-06-21,2024-12-22,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,INCY,2021-06-21,2021-12-19,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,INSM,2026-06-22,2026-06-26,false,Health Care,Biotechnology,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,JD,2021-06-21,2023-12-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,KFT,2021-06-21,2026-06-26,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,LCID,2021-06-21,2023-12-17,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,LULU,2021-06-21,2025-12-21,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,MDB,2021-06-21,2025-05-18,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,MRNA,2021-06-21,2024-12-22,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,MTCH,2021-06-21,2022-12-18,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,MXIM,2021-06-21,2021-08-25,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,NBIS,2026-06-22,2026-06-26,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,NTES,2021-06-21,2022-12-18,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,NWSA,2021-06-21,2026-06-26,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,OKTA,2021-06-21,2022-11-20,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
NASDAQ100,ON,2021-06-21,2025-12-21,true,,,,WIKIPEDIA_NASDAQ100_CHANGE_TABLE_PIT
